INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 03:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 09:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:10:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:15:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:20:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:30:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:40:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 10:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:10:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:15:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:20:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:30:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:40:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 11:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:10:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:15:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:20:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:30:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:40:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 12:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:10:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:15:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:20:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:30:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:40:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 13:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:10:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:15:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:20:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:30:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:40:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 14:50:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 15:01:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 15:05:56.000000');
INSERT INTO `emergencies` (`id`, `user_id`, `employee_id`, `title`, `description`, `lat`, `long`, `status`, `status_msg`, `is_static`, `created_at`) VALUES (NULL, '3', NULL, 'ffff', 'sssss', '21.422168', '39.817697', '1', NULL, '0', '2020-02-25 15:10:56.000000');
